Date,Order ID,Customer ID,Region,Product,Category,Units Sold,Unit Price
2025-05-15,ORD10184,CUST3959,North,Microwave,Home Appliances,3,150
2025-05-10,ORD10185,CUST9974,North,Laptop,Electronics,6,999
2025-05-28,ORD10186,CUST5288,North,Air Conditioner,Home Appliances,3,399
2025-05-14,ORD10187,CUST5411,South,Board Game,Toys,4,40
2025-05-19,ORD10188,CUST7020,South,Puzzle,Toys,1,20
2025-05-15,ORD10189,CUST2260,East,Puzzle,Toys,6,20
2025-05-14,ORD10190,CUST4660,North,Puzzle,Toys,9,20
2025-05-12,ORD10191,CUST3638,East,Blender,Home Appliances,2,89
2025-05-23,ORD10192,CUST7352,East,Board Game,Toys,10,40
2025-05-11,ORD10193,CUST9677,West,Blender,Home Appliances,3,89
2025-05-01,ORD10194,CUST1863,South,Puzzle,Toys,4,20
2025-05-27,ORD10195,CUST4153,East,Blender,Home Appliances,7,89
2025-05-22,ORD10196,CUST9315,South,Smartphone,Electronics,6,699
2025-05-18,ORD10197,CUST2895,East,Jacket,Clothing,7,75
2025-05-27,ORD10198,CUST2226,North,Action Figure,Toys,2,30
2025-05-31,ORD10199,CUST1896,West,Tablet,Electronics,10,499
2025-05-30,ORD10200,CUST8828,East,Puzzle,Toys,1,20
2025-05-20,ORD10201,CUST1443,East,Board Game,Toys,3,40
2025-05-09,ORD10202,CUST8831,East,Jacket,Clothing,3,75
2025-05-22,ORD10203,CUST3954,South,Air Conditioner,Home Appliances,1,399
2025-05-16,ORD10204,CUST5319,South,Blender,Home Appliances,9,89
2025-05-19,ORD10205,CUST3182,West,Air Conditioner,Home Appliances,6,399
2025-05-28,ORD10206,CUST4477,North,Smartphone,Electronics,1,699
2025-05-06,ORD10207,CUST3077,West,Jeans,Clothing,6,50
2025-05-29,ORD10208,CUST6859,East,Laptop,Electronics,5,999
2025-05-11,ORD10209,CUST3125,East,Jeans,Clothing,6,50
2025-05-03,ORD10210,CUST2372,West,Blender,Home Appliances,9,89
2025-05-28,ORD10211,CUST1201,West,Board Game,Toys,6,40
2025-05-02,ORD10212,CUST5901,East,Tablet,Electronics,3,499
2025-05-03,ORD10213,CUST5221,North,Tablet,Electronics,2,499
2025-05-14,ORD10214,CUST5285,South,Blender,Home Appliances,7,89
2025-05-29,ORD10215,CUST2167,East,Action Figure,Toys,8,30
2025-05-29,ORD10216,CUST9092,East,Smartphone,Electronics,10,699
2025-05-22,ORD10217,CUST6095,North,Board Game,Toys,5,40
2025-05-23,ORD10218,CUST6071,East,Puzzle,Toys,7,20
2025-05-28,ORD10219,CUST3987,East,Jacket,Clothing,9,75
2025-05-19,ORD10220,CUST3885,West,T-shirt,Clothing,4,25
2025-05-30,ORD10221,CUST6766,North,Jacket,Clothing,1,75
2025-05-24,ORD10222,CUST4233,South,Board Game,Toys,4,40
2025-05-16,ORD10223,CUST9367,South,Jeans,Clothing,4,50
2025-05-07,ORD10224,CUST6894,North,Smartphone,Electronics,3,699
2025-05-09,ORD10225,CUST2933,North,Puzzle,Toys,1,20
2025-05-22,ORD10226,CUST4885,East,Tablet,Electronics,5,499
2025-05-19,ORD10227,CUST7659,South,Smartphone,Electronics,2,699
2025-05-07,ORD10228,CUST8592,West,Board Game,Toys,3,40
2025-05-09,ORD10229,CUST1102,West,Jacket,Clothing,6,75
2025-05-09,ORD10230,CUST7003,East,Jeans,Clothing,10,50
2025-05-02,ORD10231,CUST7702,East,Laptop,Electronics,3,999
2025-05-06,ORD10232,CUST1023,South,Tablet,Electronics,10,499
2025-05-24,ORD10233,CUST8669,East,Microwave,Home Appliances,1,150
2025-05-28,ORD10234,CUST6926,West,T-shirt,Clothing,3,25
2025-05-20,ORD10235,CUST5632,South,Action Figure,Toys,3,30
2025-05-21,ORD10236,CUST1662,South,Puzzle,Toys,8,20
2025-05-24,ORD10237,CUST9183,East,Air Conditioner,Home Appliances,4,399
2025-05-23,ORD10238,CUST9610,East,Microwave,Home Appliances,3,150
2025-05-02,ORD10239,CUST8466,South,Board Game,Toys,7,40
2025-05-29,ORD10240,CUST5654,West,Tablet,Electronics,9,499
2025-05-24,ORD10241,CUST5803,South,Jacket,Clothing,2,75
2025-05-11,ORD10242,CUST9003,South,T-shirt,Clothing,4,25
2025-05-27,ORD10243,CUST5341,West,Blender,Home Appliances,4,89
2025-05-19,ORD10244,CUST4186,East,Laptop,Electronics,6,999
2025-05-11,ORD10245,CUST4761,West,Puzzle,Toys,1,20
2025-05-12,ORD10246,CUST9174,East,T-shirt,Clothing,10,25
2025-05-15,ORD10247,CUST7435,North,Tablet,Electronics,5,499
2025-05-03,ORD10248,CUST8892,North,Puzzle,Toys,5,20
2025-05-16,ORD10249,CUST9816,West,Tablet,Electronics,3,499
2025-05-01,ORD10250,CUST8770,South,T-shirt,Clothing,9,25
2025-05-05,ORD10251,CUST4817,South,Tablet,Electronics,1,499
2025-05-25,ORD10252,CUST4793,East,T-shirt,Clothing,8,25
2025-05-02,ORD10253,CUST4939,West,Laptop,Electronics,1,999
2025-05-23,ORD10254,CUST1575,South,Blender,Home Appliances,1,89
2025-05-07,ORD10255,CUST9022,West,Board Game,Toys,4,40
2025-05-14,ORD10256,CUST4323,West,Jacket,Clothing,7,75
2025-05-20,ORD10257,CUST1658,South,Puzzle,Toys,7,20
2025-05-12,ORD10258,CUST8915,West,Board Game,Toys,4,40
2025-05-13,ORD10259,CUST6912,East,Puzzle,Toys,9,20
2025-05-30,ORD10260,CUST6406,West,Jacket,Clothing,10,75
2025-05-21,ORD10261,CUST5156,East,Board Game,Toys,8,40
2025-05-16,ORD10262,CUST7294,South,Tablet,Electronics,9,499
2025-05-14,ORD10263,CUST1802,South,Microwave,Home Appliances,10,150
2025-05-14,ORD10264,CUST8620,West,Action Figure,Toys,3,30
2025-05-17,ORD10265,CUST5855,North,Puzzle,Toys,9,20
2025-05-26,ORD10266,CUST4297,South,Tablet,Electronics,3,499
2025-05-20,ORD10267,CUST6208,North,Tablet,Electronics,4,499
2025-05-17,ORD10268,CUST3827,South,Jeans,Clothing,6,50
2025-05-13,ORD10269,CUST7214,South,T-shirt,Clothing,2,25
2025-05-20,ORD10270,CUST4299,North,Jacket,Clothing,5,75
2025-05-31,ORD10271,CUST8610,North,Microwave,Home Appliances,7,150
2025-05-07,ORD10272,CUST3982,West,Puzzle,Toys,10,20
2025-05-15,ORD10273,CUST3744,West,Blender,Home Appliances,3,89
2025-05-12,ORD10274,CUST3080,West,Board Game,Toys,1,40
2025-05-09,ORD10275,CUST3220,West,Tablet,Electronics,2,499
2025-05-19,ORD10276,CUST8314,North,Tablet,Electronics,3,499
2025-05-07,ORD10277,CUST8862,East,Blender,Home Appliances,9,89
2025-05-17,ORD10278,CUST6405,East,Blender,Home Appliances,7,89
2025-05-02,ORD10279,CUST1869,East,Tablet,Electronics,6,499
2025-05-21,ORD10280,CUST8066,East,Air Conditioner,Home Appliances,4,399
2025-05-27,ORD10281,CUST5883,West,T-shirt,Clothing,8,25
2025-05-05,ORD10282,CUST9415,West,Puzzle,Toys,8,20
2025-05-17,ORD10283,CUST9852,North,Puzzle,Toys,4,20
2025-05-18,ORD10284,CUST6989,South,Blender,Home Appliances,8,89
2025-05-25,ORD10285,CUST4174,South,Smartphone,Electronics,4,699
2025-05-21,ORD10286,CUST1605,East,Smartphone,Electronics,10,699
2025-05-12,ORD10287,CUST3250,North,Board Game,Toys,10,40
2025-05-24,ORD10288,CUST8107,East,Microwave,Home Appliances,9,150
2025-05-24,ORD10289,CUST4786,North,Tablet,Electronics,8,499
2025-05-25,ORD10290,CUST1540,North,Blender,Home Appliances,10,89
2025-05-10,ORD10291,CUST4828,North,Blender,Home Appliances,1,89
2025-05-04,ORD10292,CUST3547,South,Jacket,Clothing,8,75
2025-05-16,ORD10293,CUST5866,West,Board Game,Toys,2,40
2025-05-02,ORD10294,CUST8431,West,T-shirt,Clothing,2,25
2025-05-19,ORD10295,CUST3918,East,Board Game,Toys,1,40
2025-05-13,ORD10296,CUST4126,East,Puzzle,Toys,10,20
2025-05-14,ORD10297,CUST4899,North,Puzzle,Toys,8,20
2025-05-29,ORD10298,CUST2263,West,Board Game,Toys,6,40
2025-05-16,ORD10299,CUST1938,East,Board Game,Toys,3,40
2025-05-22,ORD10300,CUST5808,South,Tablet,Electronics,1,499
2025-05-28,ORD10301,CUST6975,North,Blender,Home Appliances,9,89
2025-05-15,ORD10302,CUST6041,West,Microwave,Home Appliances,3,150
2025-05-01,ORD10303,CUST6759,North,T-shirt,Clothing,5,25
2025-05-10,ORD10304,CUST2124,South,Board Game,Toys,8,40
2025-05-23,ORD10305,CUST7560,South,Jeans,Clothing,2,50
2025-05-12,ORD10306,CUST3866,West,Air Conditioner,Home Appliances,3,399
2025-05-28,ORD10307,CUST2520,South,Jeans,Clothing,1,50
2025-05-20,ORD10308,CUST4479,North,Jeans,Clothing,5,50
2025-05-22,ORD10309,CUST6208,South,Board Game,Toys,1,40
2025-05-05,ORD10310,CUST4284,East,Blender,Home Appliances,7,89
2025-05-04,ORD10311,CUST9005,North,Board Game,Toys,7,40
2025-05-31,ORD10312,CUST9676,East,Tablet,Electronics,6,499
2025-05-31,ORD10313,CUST1816,North,Smartphone,Electronics,2,699
2025-05-07,ORD10314,CUST1821,West,Air Conditioner,Home Appliances,5,399
2025-05-13,ORD10315,CUST1204,South,Tablet,Electronics,1,499
2025-05-13,ORD10316,CUST6862,West,Puzzle,Toys,5,20
2025-05-20,ORD10317,CUST4872,East,Air Conditioner,Home Appliances,3,399
2025-05-14,ORD10318,CUST5459,East,Air Conditioner,Home Appliances,7,399
2025-05-01,ORD10319,CUST1754,West,Tablet,Electronics,10,499
2025-05-19,ORD10320,CUST1340,West,Jacket,Clothing,7,75
2025-05-28,ORD10321,CUST8196,West,Jeans,Clothing,7,50
2025-05-10,ORD10322,CUST4391,South,Smartphone,Electronics,2,699
2025-05-15,ORD10323,CUST6649,East,Board Game,Toys,5,40
2025-05-17,ORD10324,CUST3423,East,Microwave,Home Appliances,10,150
2025-05-09,ORD10325,CUST4129,North,Board Game,Toys,3,40
2025-05-11,ORD10326,CUST3498,East,Laptop,Electronics,10,999
2025-05-02,ORD10327,CUST1315,North,Smartphone,Electronics,10,699
2025-05-14,ORD10328,CUST3795,South,Air Conditioner,Home Appliances,6,399
2025-05-07,ORD10329,CUST6693,North,Jacket,Clothing,1,75
2025-05-31,ORD10330,CUST9935,East,Tablet,Electronics,2,499
2025-05-18,ORD10331,CUST3167,West,T-shirt,Clothing,3,25
2025-05-01,ORD10332,CUST7123,South,Action Figure,Toys,8,30
2025-05-25,ORD10333,CUST9577,South,Blender,Home Appliances,5,89
2025-05-08,ORD10334,CUST1388,South,Microwave,Home Appliances,8,150
2025-05-17,ORD10335,CUST5942,West,Blender,Home Appliances,1,89
2025-05-31,ORD10336,CUST6173,South,Puzzle,Toys,9,20
2025-05-15,ORD10337,CUST4181,South,Smartphone,Electronics,2,699
2025-05-22,ORD10338,CUST6269,North,Smartphone,Electronics,8,699
2025-05-03,ORD10339,CUST9309,North,Laptop,Electronics,5,999
2025-05-10,ORD10340,CUST9998,East,Board Game,Toys,9,40
2025-05-18,ORD10341,CUST2232,West,Tablet,Electronics,3,499
2025-05-23,ORD10342,CUST5341,South,Jeans,Clothing,7,50
2025-05-04,ORD10343,CUST8845,East,Smartphone,Electronics,2,699
2025-05-08,ORD10344,CUST7631,East,Blender,Home Appliances,5,89
2025-05-26,ORD10345,CUST4807,East,Tablet,Electronics,8,499
2025-05-26,ORD10346,CUST7931,West,Laptop,Electronics,1,999
2025-05-24,ORD10347,CUST2615,East,Blender,Home Appliances,9,89
2025-05-04,ORD10348,CUST8799,West,Blender,Home Appliances,10,89
2025-05-08,ORD10349,CUST7635,East,Action Figure,Toys,6,30
2025-05-24,ORD10350,CUST3858,West,Jacket,Clothing,6,75
2025-05-19,ORD10351,CUST7878,South,Tablet,Electronics,7,499
2025-05-15,ORD10352,CUST3942,West,Laptop,Electronics,7,999
2025-05-21,ORD10353,CUST4495,East,Board Game,Toys,8,40
2025-05-20,ORD10354,CUST3804,North,Jeans,Clothing,2,50
2025-05-15,ORD10355,CUST5971,East,Smartphone,Electronics,1,699
2025-05-31,ORD10356,CUST5805,West,Board Game,Toys,1,40
2025-05-10,ORD10357,CUST8092,South,Puzzle,Toys,1,20
2025-05-27,ORD10358,CUST3053,West,Jeans,Clothing,3,50
2025-05-26,ORD10359,CUST8797,East,Microwave,Home Appliances,2,150
2025-05-17,ORD10360,CUST3927,South,Tablet,Electronics,5,499
2025-05-31,ORD10361,CUST8175,West,Action Figure,Toys,9,30
2025-05-24,ORD10362,CUST9919,West,Puzzle,Toys,5,20
2025-05-04,ORD10363,CUST9124,South,Board Game,Toys,9,40
2025-05-23,ORD10364,CUST7882,West,Laptop,Electronics,5,999
2025-05-02,ORD10365,CUST3266,North,Board Game,Toys,9,40
2025-05-02,ORD10366,CUST5832,West,Smartphone,Electronics,7,699
2025-05-14,ORD10367,CUST1655,South,Laptop,Electronics,5,999
2025-05-09,ORD10368,CUST5201,South,Smartphone,Electronics,10,699
2025-05-16,ORD10369,CUST3498,East,Blender,Home Appliances,5,89
2025-05-07,ORD10370,CUST8103,South,Blender,Home Appliances,10,89
2025-05-05,ORD10371,CUST1329,East,Laptop,Electronics,9,999
2025-05-18,ORD10372,CUST5247,South,Jeans,Clothing,4,50
2025-05-13,ORD10373,CUST3942,South,Microwave,Home Appliances,9,150
2025-05-02,ORD10374,CUST6967,South,Puzzle,Toys,6,20
2025-05-10,ORD10375,CUST8671,West,Jeans,Clothing,5,50
2025-05-22,ORD10376,CUST7086,North,Laptop,Electronics,5,999
2025-05-30,ORD10377,CUST6492,East,Action Figure,Toys,2,30
2025-05-20,ORD10378,CUST5457,South,T-shirt,Clothing,4,25
2025-05-23,ORD10379,CUST1244,West,Smartphone,Electronics,5,699
2025-05-26,ORD10380,CUST1454,East,Jacket,Clothing,7,75
2025-05-15,ORD10381,CUST1757,West,Puzzle,Toys,3,20
2025-05-30,ORD10382,CUST6528,West,Jeans,Clothing,7,50
2025-05-20,ORD10383,CUST5052,West,Smartphone,Electronics,1,699
2025-05-29,ORD10384,CUST1065,West,Smartphone,Electronics,5,699
2025-05-16,ORD10385,CUST3187,South,T-shirt,Clothing,10,25
2025-05-09,ORD10386,CUST7887,South,Jacket,Clothing,2,75
2025-05-11,ORD10387,CUST4840,North,Microwave,Home Appliances,8,150
2025-05-20,ORD10388,CUST1172,North,Board Game,Toys,5,40
2025-05-02,ORD10389,CUST8368,East,Puzzle,Toys,9,20
2025-05-07,ORD10390,CUST2497,East,Jeans,Clothing,7,50
2025-05-30,ORD10391,CUST1716,North,Laptop,Electronics,8,999
